ENSG00000004700	12	21621845	21654603	-1	48.521
ENSG00000004766	7	92861653	92988338	1	8.596
ENSG00000004776	19	36245470	36247930	-1	0.122
ENSG00000004777	19	36266417	36279724	1	0.66
ENSG00000004779	16	23592323	23607677	-1	170.0
ENSG00000004799	7	95212811	95225828	-1	0.021
ENSG00000004809	6	110745890	110797844	-1	0.0
ENSG00000004838	3	50378541	50384283	-1	0.207
ENSG00000004846	7	20654830	20816658	1	0.001
ENSG00000004848	X	25021811	25034065	-1	0.0
ENSG00000004864	7	95749532	95951459	-1	17.657
ENSG00000004866	7	116593292	116870157	1	18.465
ENSG00000004897	17	45195069	45266788	-1	43.898999999999994
ENSG00000004939	17	42325753	42345509	-1	0.002
ENSG00000004948	7	93053799	93204042	-1	0.0
ENSG00000004961	X	11129421	11141198	1	24.868000000000002
ENSG00000004975	17	7128660	7137868	-1	1.5759999999999998
ENSG00000005001	16	2902728	2908171	-1	0.0
ENSG00000005007	19	18942744	18979038	1	8.25
ENSG00000005020	7	26706681	27034858	-1	13.65
ENSG00000005022	X	118602363	118605282	1	245.46599999999998
ENSG00000005059	4	110481361	110609874	1	30.197
ENSG00000005073	7	27221129	27224842	-1	0.0
ENSG00000005075	7	102113565	102119354	-1	44.45399999999999
ENSG00000005100	17	5344232	5372236	-1	12.148
ENSG00000005102	17	41717756	41739322	-1	6.921
ENSG00000005108	7	11410064	11871824	-1	0.023
ENSG00000005156	17	33307542	33332083	1	11.345
ENSG00000005175	12	48057070	48099844	-1	18.851
ENSG00000005187	16	20775312	20808903	1	14.167
ENSG00000005189	16	20817767	20860990	1	7.438
ENSG00000005194	16	57462081	57481439	-1	32.717
ENSG00000005206	19	2328629	2355099	1	2.517
ENSG00000005238	9	35104109	35115999	-1	2.051
ENSG00000005243	17	46103535	46115139	-1	0.109
ENSG00000005249	7	106685094	106802256	1	0.062
ENSG00000005302	X	11776278	11793870	1	161.037
ENSG00000005339	16	3775055	3930722	-1	1.506
ENSG00000005379	17	56378598	56406152	-1	4.367
ENSG00000005381	17	56347217	56358296	-1	0.335
ENSG00000005421	7	94926988	95025673	-1	0.16399999999999998
ENSG00000005436	2	75879126	75938115	-1	9.8
ENSG00000005448	2	74648805	74652882	1	30.495
ENSG00000005469	7	86974997	87029111	1	8.265
ENSG00000005471	7	87031013	87109751	-1	1.757
ENSG00000005483	7	104654626	104754808	1	5.321000000000001
ENSG00000005486	7	75471920	75518244	1	4.3580000000000005
ENSG00000005513	16	1031808	1036979	1	0.0
ENSG00000005700	6	82879700	82957471	-1	22.281999999999996
ENSG00000005801	11	3360491	3400448	-1	17.995
ENSG00000005810	13	77618792	77901185	-1	30.22
ENSG00000005812	13	77566740	77601330	-1	17.003
ENSG00000005844	16	30483983	30534505	1	34.55
ENSG00000005882	17	48172101	48189516	1	2.539
ENSG00000005884	17	48133332	48167848	1	1.815
ENSG00000005889	X	24167290	24234372	1	13.68
ENSG00000005893	X	119561682	119603220	-1	23.563000000000002
ENSG00000005955	17	34900773	34946278	1	17.926
ENSG00000005961	17	42449550	42466873	-1	0.036000000000000004
ENSG00000005981	7	95107756	95169544	1	0.405
ENSG00000006007	16	19513015	19533450	-1	18.717
ENSG00000006015	19	18699495	18703146	1	6.303999999999999
ENSG00000006016	19	18704037	18717660	-1	0.006999999999999999
ENSG00000006025	17	45884733	45899200	-1	4.64
ENSG00000006042	17	31254928	31268667	1	0.11199999999999999
ENSG00000006047	17	7191571	7197876	-1	0.004
ENSG00000006059	17	39502344	39507064	-1	0.0
ENSG00000006062	17	43340488	43394414	-1	6.9110000000000005
ENSG00000006071	11	17414432	17498449	-1	0.0
ENSG00000006074	17	34391640	34399392	1	0.077
ENSG00000006075	17	34415602	34417515	-1	360.70099999999996
ENSG00000006114	17	35874900	35969488	-1	7.808
ENSG00000006116	16	24266874	24374122	1	0.021
ENSG00000006118	11	60691935	60704631	1	0.18
ENSG00000006125	17	33914282	34053434	1	72.736
ENSG00000006128	7	97361220	97369784	1	0.0
ENSG00000006194	16	3313800	3341460	1	5.813
ENSG00000006210	16	57406375	57418960	1	0.853
ENSG00000006282	17	48620419	48633213	1	7.94
ENSG00000006283	17	48638429	48704835	1	0.023
ENSG00000006327	16	3070313	3072384	1	0.591
ENSG00000006377	7	96634860	96640351	1	0.0
ENSG00000006432	14	71194831	71276223	-1	1.5030000000000001
ENSG00000006451	7	39663082	39747723	1	20.941999999999997
ENSG00000006453	7	97920963	98030380	-1	15.624
ENSG00000006459	7	139784546	139876835	-1	0.8029999999999999
ENSG00000006468	7	13930853	14031050	-1	1.7280000000000002
ENSG00000006530	7	141250989	141355044	1	28.605999999999998
ENSG00000006555	1	55245385	55266940	-1	0.222
ENSG00000006576	7	77428109	77586818	1	24.459
ENSG00000006606	7	75398851	75419214	-1	0.0
ENSG00000006607	2	242295658	242434256	1	3.242
ENSG00000006611	11	17515442	17565963	-1	0.0
ENSG00000006625	7	30536237	30544460	-1	28.901999999999997
ENSG00000006634	7	87505531	87538856	1	9.897
ENSG00000006638	19	3594504	3606831	-1	0.01
ENSG00000006652	7	112063023	112121072	1	11.543
ENSG00000006659	19	40194946	40200087	1	5.629
ENSG00000006695	17	13972846	14111994	1	11.942
ENSG00000006704	7	73868120	74016931	1	0.303
ENSG00000006712	19	39876275	39881757	-1	31.636
ENSG00000006715	7	38762563	38971994	-1	19.927
ENSG00000006740	17	12692829	12894960	1	0.22
ENSG00000006744	17	12894930	12921381	-1	18.585
ENSG00000006747	7	12610203	12693228	1	0.168
ENSG00000006756	X	2822011	2847392	-1	0.006999999999999999
ENSG00000006757	X	7866288	7895780	-1	5.505
ENSG00000006788	17	10204183	10276322	-1	0.062
ENSG00000006831	12	1797740	1897844	1	27.561
ENSG00000006837	5	133541305	133706738	-1	18.688
ENSG00000007001	2	158851691	158992478	1	0.0
ENSG00000007038	16	2867164	2871720	1	0.011000000000000001
ENSG00000007047	19	45754550	45808541	1	1.6669999999999998
ENSG00000007062	4	15964699	16086001	-1	0.012
ENSG00000007080	19	18043824	18054793	1	18.401
ENSG00000007129	19	42041702	42093197	1	4.434
ENSG00000007168	17	2496923	2588909	1	34.063
ENSG00000007171	17	26083792	26127555	-1	0.028999999999999998
ENSG00000007174	17	11501748	11873485	1	0.040999999999999995
ENSG00000007202	17	26941459	26972472	-1	55.67100000000001
ENSG00000007216	17	26800311	26824799	1	0.0
ENSG00000007237	17	9813926	10101868	-1	18.119
ENSG00000007255	19	45666187	45681485	-1	15.39
ENSG00000007264	19	3777968	3801810	-1	1.063
ENSG00000007306	19	42177235	42192296	-1	0.0
ENSG00000007312	17	62006100	62009714	-1	63.885
ENSG00000007314	17	62015914	62050278	-1	0.134
ENSG00000007341	1	113066140	113163447	-1	2.2
ENSG00000007350	X	153524024	153558713	1	0.027999999999999997
ENSG00000007372	11	31806340	31839509	-1	0.002
ENSG00000007376	16	834974	838383	-1	4.361000000000001
ENSG00000007384	16	108058	126354	-1	0.011000000000000001
ENSG00000007392	16	238968	279462	-1	15.93
ENSG00000007402	3	50400233	50541675	-1	0.002
ENSG00000007516	16	1383646	1399440	1	0.024
ENSG00000007520	16	1399241	1401912	-1	17.315
ENSG00000007541	16	616995	634136	1	1.023
ENSG00000007545	16	1662338	1736716	1	3.9219999999999997
ENSG00000007866	6	35441374	35464861	-1	0.01
ENSG00000007908	1	169691781	169703220	-1	0.0
ENSG00000007923	1	6694228	6761984	-1	9.943999999999999
ENSG00000007933	1	171060018	171086959	1	0.102
ENSG00000007944	6	16129356	16148479	1	88.91
ENSG00000007952	X	100098313	100129334	-1	0.005
ENSG00000007968	1	23832922	23857712	-1	2.256
ENSG00000008018	6	170844205	170862429	-1	159.832
ENSG00000008056	X	47431303	47479252	-1	0.069
ENSG00000008083	6	15245734	15522252	1	16.665
ENSG00000008086	X	18443703	18671749	1	1.35
ENSG00000008118	1	209757062	209787283	1	0.11599999999999999
ENSG00000008128	1	1634169	1655966	-1	1.949
ENSG00000008130	1	1682671	1711896	-1	17.83
ENSG00000008196	6	50786436	50815326	1	0.14400000000000002
ENSG00000008197	6	50681541	50740701	1	0.0
ENSG00000008226	3	38080696	38165516	1	0.025
ENSG00000008256	7	6201407	6312275	-1	12.783
ENSG00000008277	7	87563458	87832204	1	16.312
ENSG00000008282	7	105730949	105753022	-1	77.733
ENSG00000008283	17	61509668	61523722	-1	0.95
ENSG00000008294	17	49039535	49198226	-1	14.86
ENSG00000008300	3	48673902	48700348	-1	0.535
ENSG00000008311	7	121715701	121784334	-1	5.903
ENSG00000008323	12	6419602	6437672	1	0.879
ENSG00000008324	3	42623332	42636606	1	81.286
ENSG00000008382	19	4343524	4360082	1	4.893
ENSG00000008394	12	16500076	16762193	1	12.974
ENSG00000008405	12	107385142	107487607	-1	4.1930000000000005
ENSG00000008438	19	46522415	46526556	-1	0.0
ENSG00000008441	19	13106584	13209610	1	0.17
ENSG00000008513	8	134467091	134584183	-1	19.429000000000002
ENSG00000008516	16	3096682	3110703	1	0.022000000000000002
ENSG00000008517	16	3115298	3131908	1	26.842
ENSG00000008710	16	2138711	2185899	-1	1.485
ENSG00000008735	22	51039114	51049979	1	0.022000000000000002
ENSG00000008838	17	38175350	38210661	-1	16.29
ENSG00000008853	8	22844930	22877712	1	9.565
ENSG00000008869	2	37195526	37311485	-1	26.406999999999996
ENSG00000008952	3	169684423	169716161	1	18.195999999999998
ENSG00000009307	1	115259534	115301297	-1	201.28599999999997
ENSG00000009335	7	156931607	157062066	1	24.128
ENSG00000009413	6	111620234	111804918	-1	23.451999999999998
ENSG00000009694	X	123509753	124097666	-1	4.459
ENSG00000009709	1	18957500	19075360	1	0.0
ENSG00000009724	1	11086580	11107290	-1	0.004
ENSG00000009765	6	150690028	150727105	1	0.02
ENSG00000009780	1	28052490	28088475	1	3.2030000000000003
ENSG00000009790	1	209929377	209955668	1	29.319000000000003
ENSG00000009830	14	77741299	77787227	-1	1.6
ENSG00000009844	6	142468367	142542085	1	58.282
ENSG00000009950	7	73007524	73038873	-1	0.0
ENSG00000009954	7	72854728	72936608	-1	28.381
ENSG00000010017	6	13621730	13711953	-1	21.186
ENSG00000010030	6	36322419	36356164	-1	0.005
ENSG00000010072	1	231472850	231490769	1	2.9760000000000004
ENSG00000010165	1	171750788	171783163	1	24.408
ENSG00000010219	12	4671370	4723325	1	5.669
ENSG00000010244	17	30677150	30714780	1	48.175
ENSG00000010256	3	48636435	48648409	-1	69.91
ENSG00000010270	7	38217824	38270272	1	53.13
ENSG00000010278	12	6308881	6347427	1	8.84
ENSG00000010282	3	42734155	42744319	-1	0.0
ENSG00000010292	12	6602522	6641121	1	58.213
ENSG00000010295	12	6647541	6665239	-1	2.998
ENSG00000010310	19	46171502	46185704	1	6.153
ENSG00000010318	3	52443510	52457657	1	3.062
ENSG00000010319	3	52467069	52479101	-1	0.0
ENSG00000010322	3	52489134	52527087	1	10.052999999999999
ENSG00000010327	3	52529354	52558511	1	0.002
ENSG00000010361	19	50310126	50320633	-1	2.526
ENSG00000010379	12	329789	372039	-1	0.39299999999999996
ENSG00000010404	X	148558521	148615470	-1	33.532
ENSG00000010438	9	33750515	33799230	1	0.0
ENSG00000010539	16	3272325	3285456	-1	4.25
ENSG00000010610	12	6896024	6929974	1	0.17
ENSG00000010626	12	6982733	7023407	1	2.254
ENSG00000010671	X	100604435	100641183	-1	37.329
ENSG00000010704	6	26087509	26098571	1	2.2880000000000003
ENSG00000010803	1	41492872	41707826	-1	15.743
ENSG00000010810	6	111981535	112194655	-1	58.156000000000006
ENSG00000010818	6	143072604	143266338	-1	12.309000000000001
ENSG00000010932	1	171217638	171255117	1	0.0
ENSG00000011007	1	24069645	24088549	1	16.838
ENSG00000011009	1	24117460	24122029	1	15.982000000000001
ENSG00000011021	1	11866207	11903201	1	6.902
ENSG00000011028	17	60704762	60770956	1	0.051
ENSG00000011052	17	49230920	49249108	1	219.525
ENSG00000011083	5	149569520	149602351	1	0.001
ENSG00000011105	12	3186521	3395730	1	0.44799999999999995
ENSG00000011114	14	93703896	93799438	-1	8.462
ENSG00000011132	19	3750771	3761673	-1	4.42
ENSG00000011143	17	56282799	56296966	-1	6.75
ENSG00000011198	3	43731605	43775863	1	11.450999999999999
ENSG00000011201	X	8496915	8700227	-1	2.8139999999999996
ENSG00000011243	19	15490859	15529833	-1	15.492
ENSG00000011258	17	49254786	49337524	-1	14.427
ENSG00000011260	17	49337889	49375297	1	44.728
ENSG00000011275	7	5659678	5821370	-1	12.425999999999998
ENSG00000011295	17	15902782	15948336	1	2.737
ENSG00000011304	19	797392	812327	1	46.437
ENSG00000011332	19	38701646	38720354	-1	0.21
ENSG00000011347	11	61282785	61348620	-1	0.0
ENSG00000011376	3	45429998	45590913	1	18.252
ENSG00000011405	11	17099277	17229530	-1	20.697
ENSG00000011422	19	44150271	44174502	-1	2.44
ENSG00000011426	7	36429415	36493400	1	9.546
ENSG00000011451	19	15532319	15560762	-1	1.0859999999999999
ENSG00000011454	9	125703112	125867145	1	15.866
ENSG00000011465	12	91539025	91576900	-1	0.0
ENSG00000011478	19	46195741	46207240	1	7.962999999999999
ENSG00000011485	19	46850251	46896238	1	23.921
ENSG00000011523	2	65283500	65314138	1	3.818
ENSG00000011566	2	39476407	39664453	-1	0.315
ENSG00000011590	19	36203830	36207940	1	11.799000000000001
ENSG00000011600	19	36395312	36399211	-1	0.0
ENSG00000011638	16	21169698	21191937	1	9.391
ENSG00000011677	X	151334706	151620337	-1	0.027000000000000003
ENSG00000012048	17	41196312	41322290	-1	19.378
ENSG00000012061	19	45910591	45982086	-1	14.206
ENSG00000012124	19	35820072	35838258	1	111.111
ENSG00000012174	X	21857754	21903542	1	5.609
ENSG00000012211	X	49031151	49042845	-1	2.3480000000000003
ENSG00000012223	3	46477136	46526724	-1	0.003
ENSG00000012232	8	28457986	28613116	1	3.234
ENSG00000012504	12	100867486	100958191	1	0.027000000000000003
ENSG00000012660	6	53132196	53213947	-1	122.757
ENSG00000012779	10	45869661	45941561	1	0.222
ENSG00000012817	Y	21865751	21906825	-1	0.0
ENSG00000012822	12	54104902	54121529	-1	13.498
ENSG00000012963	14	93673401	93695561	1	80.055
ENSG00000012983	14	50885219	51027844	-1	9.913
ENSG00000013016	2	31456880	31492313	1	4.209
ENSG00000013275	19	40477073	40487351	1	32.441
ENSG00000013288	4	6576902	6625089	1	2.7319999999999998
ENSG00000013293	3	170182353	170303863	-1	0.0
ENSG00000013297	3	170136653	170578169	1	0.002
ENSG00000013306	17	42396993	42402238	-1	34.830999999999996
ENSG00000013364	16	29831729	29859355	1	25.993000000000002
ENSG00000013374	7	151038785	151075535	1	27.39
ENSG00000013375	6	83870869	83903655	-1	11.367
ENSG00000013392	6	83903098	83906382	1	6.999
ENSG00000013441	2	201717732	201729467	-1	86.507
ENSG00000013503	12	106751436	106903976	1	6.655
ENSG00000013523	14	77253588	77292589	-1	13.275
ENSG00000013561	5	141337893	141369856	1	12.308
ENSG00000013563	X	153629579	153640449	-1	1.798
ENSG00000013573	12	31226779	31257725	1	6.836
ENSG00000013583	12	13127798	13153207	-1	0.0
ENSG00000013588	12	13043716	13070871	1	0.013000000000000001
ENSG00000013619	X	149529689	149682448	1	0.018000000000000002
ENSG00000013725	11	60739115	60787849	1	0.135
ENSG00000013810	4	1723227	1746898	1	12.325
ENSG00000014123	6	96969471	97003152	1	30.66
ENSG00000014138	11	65029233	65073060	1	23.004
ENSG00000014164	8	144519825	144623623	-1	1.2930000000000001
ENSG00000014216	11	64948037	64979477	1	10.556
ENSG00000014257	3	132036211	132087142	1	0.19699999999999998
ENSG00000014641	2	63815743	63834331	1	157.672
ENSG00000014824	4	41992489	42089551	1	42.413000000000004
ENSG00000014914	1	149900543	149908791	-1	0.16699999999999998
ENSG00000014919	10	101471601	101491866	-1	21.815
ENSG00000015133	14	91737667	91884188	-1	8.04
ENSG00000015153	12	42550906	42632151	-1	4.525
ENSG00000015171	10	180405	300577	1	16.643
ENSG00000015285	X	48534985	48549818	1	4.513
ENSG00000015413	16	89679716	89704864	1	0.0
ENSG00000015475	22	18216906	18257536	-1	31.544
ENSG00000015479	5	138609441	138667360	1	66.024
ENSG00000015520	7	44552134	44580914	-1	0.565
ENSG00000015532	17	48423453	48440499	1	9.338
ENSG00000015568	2	110550335	110615272	1	0.932
ENSG00000015592	8	27092840	27115937	-1	1.17
ENSG00000015676	7	44421969	44530479	-1	17.387
ENSG00000016082	5	50678921	50690564	1	0.0
ENSG00000016391	3	53850387	53880417	-1	7.287999999999999
ENSG00000016402	6	137321108	137366298	-1	0.079
ENSG00000016490	1	86934051	86965972	1	0.0
ENSG00000016602	1	87012761	87046437	1	0.0
ENSG00000016864	3	52728505	52740048	-1	18.349
ENSG00000017260	3	130569439	130735556	1	43.907
ENSG00000017373	17	36686259	36762183	-1	0.08800000000000001
ENSG00000017427	12	102789645	102874423	-1	3.142
ENSG00000017483	X	48316920	48328644	-1	15.16
ENSG00000017621	X	49019061	49024822	1	0.133
ENSG00000017797	18	9475007	9538112	1	27.791
ENSG00000018189	4	71569921	71673032	1	2.164
ENSG00000018236	12	41086244	41465772	1	0.011000000000000001
ENSG00000018280	2	219246752	219261617	1	0.034
ENSG00000018408	3	149235022	149454501	-1	3.339
ENSG00000018510	2	178257372	178408564	1	19.114
ENSG00000018610	X	118672112	118699397	-1	13.3
ENSG00000018625	1	160085549	160113381	1	0.03
ENSG00000018699	2	32853099	33046118	1	27.737
ENSG00000018869	19	56894648	56904889	-1	0.382
ENSG00000019102	11	124617368	124622134	-1	0.145
ENSG00000019144	11	118477155	118528741	1	0.011000000000000001
ENSG00000019169	2	119699742	119752236	1	0.13
ENSG00000019186	20	52769988	52790512	-1	0.0
ENSG00000019485	11	45115564	45247734	1	0.163
ENSG00000019505	11	45261852	45307870	-1	0.001
ENSG00000019549	8	49830249	49834299	-1	0.0
ENSG00000019582	5	149781200	149792492	-1	333.07
ENSG00000019991	7	81328322	81399754	-1	0.006
ENSG00000019995	10	126630692	126676758	1	9.231
ENSG00000020129	1	36023074	36032875	1	2.246
ENSG00000020181	8	37641709	37702414	1	0.019
ENSG00000020256	20	50668202	50820847	-1	3.8139999999999996
ENSG00000020426	14	61201460	61436671	1	11.765
ENSG00000020577	14	55033815	55260033	1	0.083
ENSG00000020633	1	25226002	25291612	-1	15.469000000000001
ENSG00000020922	11	94152895	94227074	-1	26.151
ENSG00000021300	11	73357223	73373864	1	0.665
ENSG00000021355	6	2832566	2842240	-1	1.547
ENSG00000021461	7	99425636	99463718	1	0.032
ENSG00000021488	19	33321421	33360683	-1	0.018000000000000002
ENSG00000021574	2	32288680	32382706	1	9.844
ENSG00000021645	14	78708734	80330762	1	0.166
ENSG00000021762	11	3108346	3187969	-1	0.001
ENSG00000021776	15	35147732	35262040	-1	21.815
ENSG00000021826	2	211342406	211543831	1	1.208
ENSG00000021852	1	57394883	57431813	-1	0.0
ENSG00000022267	X	135229559	135293518	1	0.040999999999999995
ENSG00000022277	20	55043647	55093943	1	37.096
ENSG00000022355	5	161274197	161326975	1	0.0
ENSG00000022556	19	55476438	55512510	1	0.821
ENSG00000022567	8	142217265	142318404	-1	0.6829999999999999
ENSG00000022840	12	120971283	121015397	1	16.97
ENSG00000022976	14	102783714	102809044	1	2.89
ENSG00000023041	10	114190058	114206672	-1	31.771
ENSG00000023171	11	123396344	123498482	1	12.115
ENSG00000023191	11	494512	507300	-1	6.069
ENSG00000023228	2	206986149	207024327	-1	47.916000000000004
ENSG00000023287	8	53535016	53658403	-1	9.118
ENSG00000023318	9	102741461	102861322	-1	11.065999999999999
ENSG00000023330	3	52232102	52248343	1	66.143
ENSG00000023445	11	102188215	102210134	1	284.247
ENSG00000023516	13	42846289	42897396	1	44.858999999999995
ENSG00000023572	1	193065598	193075244	-1	11.443
ENSG00000023608	14	62229075	62263146	1	22.248
ENSG00000023697	12	16064106	16190220	1	24.811
ENSG00000023734	12	16035325	16056412	1	87.679
ENSG00000023839	10	101542489	101611949	1	0.7020000000000001
ENSG00000023892	6	35265595	35289548	1	29.0
ENSG00000023902	1	150121373	150132260	1	14.707
ENSG00000023909	1	94350761	94374966	-1	8.116
ENSG00000024048	6	42531800	42661242	1	18.754
ENSG00000024422	19	48216601	48246390	1	0.003
ENSG00000024526	1	68939835	68962904	-1	17.283
ENSG00000024862	6	139094657	139114456	1	31.837
ENSG00000025039	6	90074355	90121989	-1	8.219
ENSG00000025156	6	122720691	122754264	1	24.026
ENSG00000025293	20	34359896	34538303	1	14.030999999999999
ENSG00000025423	12	57145945	57181574	1	0.5870000000000001
ENSG00000025434	11	47269851	47290396	1	1.2819999999999998
ENSG00000025708	22	50964181	50968485	-1	7.638
ENSG00000025770	22	50946645	50963063	1	13.919
ENSG00000025772	20	43570771	43589127	-1	32.641999999999996
ENSG00000025796	6	108188960	108279482	-1	15.739
ENSG00000025800	1	32573639	32642169	1	19.875
ENSG00000026025	10	17270258	17279592	1	59.843
ENSG00000026103	10	90729553	90775542	1	50.138000000000005
ENSG00000026297	6	167342992	167370679	-1	31.469
ENSG00000026508	11	35160417	35253949	1	28.529
ENSG00000026559	20	49620193	49639666	-1	0.0
ENSG00000026652	6	161551011	161695093	-1	0.9440000000000001
ENSG00000026751	1	160709037	160724611	1	135.79
ENSG00000026950	6	26402465	26415444	1	27.355
ENSG00000027001	13	24304328	24463558	-1	16.28
ENSG00000027075	14	61654277	62017694	1	34.269
ENSG00000027644	1	156809855	156828810	-1	0.012
ENSG00000027697	6	137518621	137540586	-1	221.53799999999998
ENSG00000027847	5	177027101	177037348	1	1.73
ENSG00000027869	1	156776035	156786654	-1	3.852
ENSG00000028116	2	58134786	58387055	1	30.534000000000002
ENSG00000028137	1	12227060	12269285	1	47.325
ENSG00000028203	12	95611522	95696566	1	32.148
ENSG00000028277	19	42592650	42700737	-1	12.228
ENSG00000028310	5	850406	892939	-1	2.613
ENSG00000028528	15	64386322	64438289	1	23.875999999999998
ENSG00000028839	6	134273308	134308637	1	20.921
ENSG00000029153	12	27485787	27576241	1	35.824
ENSG00000029363	6	136578001	136610989	-1	59.556999999999995
ENSG00000029364	14	69864732	69929105	1	55.053999999999995
ENSG00000029534	8	41510739	41754280	-1	0.402
ENSG00000029559	4	88720733	88733074	1	0.0
ENSG00000029639	6	155578643	155635627	-1	23.213
ENSG00000029725	17	5185558	5289129	1	47.793
ENSG00000029993	X	150148982	150159248	1	15.704
ENSG00000030066	11	47799639	47870107	-1	34.126999999999995
ENSG00000030110	6	33540324	33548070	-1	15.373
ENSG00000030304	9	113431051	113563859	1	0.006
ENSG00000030419	2	213864429	214017151	-1	153.957
ENSG00000030582	17	42422491	42430470	1	26.073
ENSG00000031003	5	137273649	137387650	-1	16.895
ENSG00000031081	3	119013220	119139561	1	13.62
ENSG00000031544	15	72084977	72110559	1	0.0
ENSG00000031691	6	49431096	49460820	1	24.065
ENSG00000031698	1	109756540	109780791	1	39.358000000000004
ENSG00000031823	19	5916154	5978320	-1	18.994
ENSG00000032219	14	58765103	58840605	1	10.634
ENSG00000032389	2	3192696	3381653	-1	12.687999999999999
ENSG00000032444	19	7599038	7626653	1	5.422999999999999
ENSG00000032742	13	21140585	21265572	1	1.71
ENSG00000033011	16	5121820	5135395	1	13.12
ENSG00000033030	12	122957417	122985518	-1	9.25
ENSG00000033050	7	150904923	150924316	-1	27.075
ENSG00000033100	7	150929575	150935908	1	6.921
ENSG00000033122	1	70034081	70589164	1	0.017
ENSG00000033170	14	65877310	66210839	1	7.224
ENSG00000033178	4	68481479	68566897	-1	31.753
ENSG00000033327	11	77926343	78129394	-1	0.247
ENSG00000033627	17	40610862	40674596	1	27.795
ENSG00000033800	15	68346572	68480402	1	58.82
ENSG00000033867	3	27414214	27525911	-1	21.451999999999998
ENSG00000034053	15	29129629	29410518	1	0.011000000000000001
ENSG00000034063	19	4909510	4962162	1	8.01
ENSG00000034152	17	21187984	21218552	1	6.9270000000000005
ENSG00000034239	8	49623348	49647870	-1	0.0
ENSG00000034510	2	85132749	85133795	1	1146.47
ENSG00000034533	3	130732719	130746493	-1	6.325
ENSG00000034677	8	101269288	101348446	-1	95.465
ENSG00000034693	6	143771918	143811753	1	36.696
ENSG00000034713	16	75600249	75611779	1	105.881
ENSG00000034971	1	171604557	171621857	-1	0.03
ENSG00000035115	2	217730	266398	-1	3.136
ENSG00000035141	2	70523107	70529222	-1	51.638000000000005
ENSG00000035403	10	75757872	75879918	1	11.805
ENSG00000035499	5	59892739	59996017	-1	40.201
ENSG00000035664	15	64199235	64364232	-1	1.067
ENSG00000035681	8	59496063	59572403	-1	10.99
ENSG00000035687	1	244571796	244615436	-1	37.453
ENSG00000035720	4	68424446	68473055	1	9.374
ENSG00000035862	17	76849059	76921469	-1	0.002
ENSG00000035928	4	39289076	39367995	-1	13.739
ENSG00000036054	3	99979844	100044095	1	15.030999999999999
ENSG00000036257	2	225334867	225450110	-1	12.352
ENSG00000036448	8	1993155	2113475	1	0.10099999999999999
